timestamp,scintillator,rate_per_min,total_hits
2026-06-13T15:40:00+00:00,Scintillator 4,1138.4,4795729
2026-06-13T15:50:00+00:00,Scintillator 1,1278.1,5547487
2026-06-13T15:50:00+00:00,Scintillator 2,1299.1,5492435
2026-06-13T15:50:00+00:00,Scintillator 3,1266.3,5356492
2026-06-13T15:50:00+00:00,Scintillator 4,1148.1,4807210
2026-06-13T16:00:00+00:00,Scintillator 1,1276.7,5560254
2026-06-13T16:00:00+00:00,Scintillator 2,1308.3,5505518
2026-06-13T16:00:00+00:00,Scintillator 3,1272.2,5369214
2026-06-13T16:00:00+00:00,Scintillator 4,1143.6,4818646
2026-06-13T16:10:00+00:00,Scintillator 1,1256.7,5572821
2026-06-13T16:10:00+00:00,Scintillator 2,1280.0,5518318
2026-06-13T16:10:00+00:00,Scintillator 3,1246.2,5381676
2026-06-13T16:10:00+00:00,Scintillator 4,1116.9,4829815
2026-06-13T16:20:00+00:00,Scintillator 1,1244.7,5585268
2026-06-13T16:20:00+00:00,Scintillator 2,1274.0,5531058
2026-06-13T16:20:00+00:00,Scintillator 3,1235.2,5394028
2026-06-13T16:20:00+00:00,Scintillator 4,1113.6,4840951
2026-06-13T16:30:00+00:00,Scintillator 1,1234.8,5597616
2026-06-13T16:30:00+00:00,Scintillator 2,1256.6,5543624
2026-06-13T16:30:00+00:00,Scintillator 3,1225.7,5406285
2026-06-13T16:30:00+00:00,Scintillator 4,1105.6,4852007
2026-06-13T16:40:00+00:00,Scintillator 1,1269.0,5610306
2026-06-13T16:40:00+00:00,Scintillator 2,1290.0,5556524
2026-06-13T16:40:00+00:00,Scintillator 3,1256.6,5418851
2026-06-13T16:40:00+00:00,Scintillator 4,1136.9,4863376
2026-06-13T16:50:00+00:00,Scintillator 1,1286.6,5623172
2026-06-13T16:50:00+00:00,Scintillator 2,1298.0,5569504
2026-06-13T16:50:00+00:00,Scintillator 3,1270.5,5431556
2026-06-13T16:50:00+00:00,Scintillator 4,1129.1,4874667
2026-06-13T17:00:00+00:00,Scintillator 1,1270.3,5635875
2026-06-13T17:00:00+00:00,Scintillator 2,1291.8,5582422
2026-06-13T17:00:00+00:00,Scintillator 3,1260.9,5444165
2026-06-13T17:00:00+00:00,Scintillator 4,1130.7,4885974
2026-06-13T17:10:00+00:00,Scintillator 1,1273.0,5648605
2026-06-13T17:10:00+00:00,Scintillator 2,1295.0,5595372
2026-06-13T17:10:00+00:00,Scintillator 3,1263.7,5456802
2026-06-13T17:10:00+00:00,Scintillator 4,1128.9,4897263
2026-06-13T17:20:00+00:00,Scintillator 1,1291.4,5661519
2026-06-13T17:20:00+00:00,Scintillator 2,1313.1,5608503
2026-06-13T17:20:00+00:00,Scintillator 3,1280.2,5469604
2026-06-13T17:20:00+00:00,Scintillator 4,1151.0,4908773
2026-06-13T17:30:00+00:00,Scintillator 1,1250.9,5674028
2026-06-13T17:30:00+00:00,Scintillator 2,1281.5,5621318
2026-06-13T17:30:00+00:00,Scintillator 3,1247.6,5482080
2026-06-13T17:30:00+00:00,Scintillator 4,1123.9,4920012
2026-06-13T17:40:00+00:00,Scintillator 1,1256.2,5686590
2026-06-13T17:40:00+00:00,Scintillator 2,1266.6,5633984
2026-06-13T17:40:00+00:00,Scintillator 3,1233.5,5494415
2026-06-13T17:40:00+00:00,Scintillator 4,1118.7,4931199
2026-06-13T17:50:00+00:00,Scintillator 1,1247.0,5699060
2026-06-13T17:50:00+00:00,Scintillator 2,1274.0,5646724
2026-06-13T17:50:00+00:00,Scintillator 3,1242.9,5506844
2026-06-13T17:50:00+00:00,Scintillator 4,1116.8,4942367
2026-06-13T18:00:00+00:00,Scintillator 1,1247.7,5711537
2026-06-13T18:00:00+00:00,Scintillator 2,1270.8,5659432
2026-06-13T18:00:00+00:00,Scintillator 3,1233.4,5519178
2026-06-13T18:00:00+00:00,Scintillator 4,1103.9,4953406
2026-06-13T18:10:00+00:00,Scintillator 1,1234.4,5723881
2026-06-13T18:10:00+00:00,Scintillator 2,1255.7,5671989
2026-06-13T18:10:00+00:00,Scintillator 3,1221.3,5531391
2026-06-13T18:10:00+00:00,Scintillator 4,1109.7,4964503
2026-06-13T18:20:00+00:00,Scintillator 1,1272.6,5736607
2026-06-13T18:20:00+00:00,Scintillator 2,1284.4,5684833
2026-06-13T18:20:00+00:00,Scintillator 3,1251.9,5543910
2026-06-13T18:20:00+00:00,Scintillator 4,1128.1,4975784
2026-06-13T18:30:00+00:00,Scintillator 1,1296.9,5749576
2026-06-13T18:30:00+00:00,Scintillator 2,1308.2,5697915
2026-06-13T18:30:00+00:00,Scintillator 3,1275.6,5556666
2026-06-13T18:30:00+00:00,Scintillator 4,1154.0,4987324
2026-06-13T18:40:00+00:00,Scintillator 1,1263.1,5762207
2026-06-13T18:40:00+00:00,Scintillator 2,1290.3,5710818
2026-06-13T18:40:00+00:00,Scintillator 3,1262.9,5569295
2026-06-13T18:40:00+00:00,Scintillator 4,1130.6,4998630
2026-06-13T18:50:00+00:00,Scintillator 1,1273.4,5774941
2026-06-13T18:50:00+00:00,Scintillator 2,1296.0,5723778
2026-06-13T18:50:00+00:00,Scintillator 3,1267.8,5581973
2026-06-13T18:50:00+00:00,Scintillator 4,1132.1,5009951
2026-06-13T19:00:00+00:00,Scintillator 1,1239.8,5787339
2026-06-13T19:00:00+00:00,Scintillator 2,1270.4,5736482
2026-06-13T19:00:00+00:00,Scintillator 3,1236.5,5594338
2026-06-13T19:00:00+00:00,Scintillator 4,1114.5,5021096
2026-06-13T19:10:00+00:00,Scintillator 1,1235.5,5799694
2026-06-13T19:10:00+00:00,Scintillator 2,1259.3,5749075
2026-06-13T19:10:00+00:00,Scintillator 3,1237.4,5606712
2026-06-13T19:10:00+00:00,Scintillator 4,1106.8,5032164
2026-06-13T19:20:00+00:00,Scintillator 1,1258.2,5812276
2026-06-13T19:20:00+00:00,Scintillator 2,1284.6,5761921
2026-06-13T19:20:00+00:00,Scintillator 3,1255.8,5619270
2026-06-13T19:20:00+00:00,Scintillator 4,1126.4,5043428
2026-06-13T19:30:00+00:00,Scintillator 1,1277.4,5825050
2026-06-13T19:30:00+00:00,Scintillator 2,1289.7,5774818
2026-06-13T19:30:00+00:00,Scintillator 3,1258.7,5631857
2026-06-13T19:30:00+00:00,Scintillator 4,1136.4,5054792
2026-06-13T19:40:00+00:00,Scintillator 1,1274.7,5837797
2026-06-13T19:40:00+00:00,Scintillator 2,1299.6,5787814
2026-06-13T19:40:00+00:00,Scintillator 3,1268.8,5644545
2026-06-13T19:40:00+00:00,Scintillator 4,1138.1,5066173
2026-06-13T19:50:00+00:00,Scintillator 1,1303.5,5850832
2026-06-13T19:50:00+00:00,Scintillator 2,1333.8,5801152
2026-06-13T19:50:00+00:00,Scintillator 3,1288.0,5657425
2026-06-13T19:50:00+00:00,Scintillator 4,1150.5,5077678
2026-06-13T20:00:00+00:00,Scintillator 1,1298.3,5863815
2026-06-13T20:00:00+00:00,Scintillator 2,1303.1,5814183
2026-06-13T20:00:00+00:00,Scintillator 3,1269.7,5670122
2026-06-13T20:00:00+00:00,Scintillator 4,1141.4,5089092
2026-06-13T20:10:00+00:00,Scintillator 1,1275.1,5876566
2026-06-13T20:10:00+00:00,Scintillator 2,1298.3,5827166
2026-06-13T20:10:00+00:00,Scintillator 3,1261.3,5682735
2026-06-13T20:10:00+00:00,Scintillator 4,1144.3,5100535
2026-06-13T20:20:00+00:00,Scintillator 1,1306.3,5889629
2026-06-13T20:20:00+00:00,Scintillator 2,1319.4,5840360
2026-06-13T20:20:00+00:00,Scintillator 3,1280.4,5695539
2026-06-13T20:20:00+00:00,Scintillator 4,1145.9,5111994
2026-06-13T20:30:00+00:00,Scintillator 1,1284.6,5902475
2026-06-13T20:30:00+00:00,Scintillator 2,1306.7,5853427
2026-06-13T20:30:00+00:00,Scintillator 3,1272.6,5708265
2026-06-13T20:30:00+00:00,Scintillator 4,1142.2,5123416
2026-06-13T20:40:00+00:00,Scintillator 1,1278.2,5915257
2026-06-13T20:40:00+00:00,Scintillator 2,1302.0,5866447
2026-06-13T20:40:00+00:00,Scintillator 3,1270.3,5720968
2026-06-13T20:40:00+00:00,Scintillator 4,1141.2,5134828
2026-06-13T20:50:00+00:00,Scintillator 1,1258.6,5927843
2026-06-13T20:50:00+00:00,Scintillator 2,1276.7,5879214
2026-06-13T20:50:00+00:00,Scintillator 3,1242.7,5733395
2026-06-13T20:50:00+00:00,Scintillator 4,1117.1,5145999
2026-06-13T21:00:00+00:00,Scintillator 1,1286.0,5940703
2026-06-13T21:00:00+00:00,Scintillator 2,1312.6,5892340
2026-06-13T21:00:00+00:00,Scintillator 3,1277.3,5746168
2026-06-13T21:00:00+00:00,Scintillator 4,1147.9,5157478
2026-06-13T21:10:00+00:00,Scintillator 1,1270.9,5953412
2026-06-13T21:10:00+00:00,Scintillator 2,1287.0,5905210
2026-06-13T21:10:00+00:00,Scintillator 3,1254.2,5758710
2026-06-13T21:10:00+00:00,Scintillator 4,1127.1,5168749
2026-06-13T21:20:00+00:00,Scintillator 1,1260.9,5966021
2026-06-13T21:20:00+00:00,Scintillator 2,1285.7,5918067
2026-06-13T21:20:00+00:00,Scintillator 3,1252.0,5771230
2026-06-13T21:20:00+00:00,Scintillator 4,1127.4,5180023
2026-06-13T21:30:00+00:00,Scintillator 1,1291.5,5978936
2026-06-13T21:30:00+00:00,Scintillator 2,1309.0,5931157
2026-06-13T21:30:00+00:00,Scintillator 3,1279.0,5784020
2026-06-13T21:30:00+00:00,Scintillator 4,1147.4,5191497
2026-06-13T21:40:00+00:00,Scintillator 1,1268.8,5991624
2026-06-13T21:40:00+00:00,Scintillator 2,1300.2,5944159
2026-06-13T21:40:00+00:00,Scintillator 3,1268.3,5796703
2026-06-13T21:40:00+00:00,Scintillator 4,1150.2,5202999
2026-06-13T21:50:00+00:00,Scintillator 1,1263.3,6004257
2026-06-13T21:50:00+00:00,Scintillator 2,1290.1,5957060
2026-06-13T21:50:00+00:00,Scintillator 3,1256.1,5809264
2026-06-13T21:50:00+00:00,Scintillator 4,1137.6,5214375
2026-06-13T22:00:00+00:00,Scintillator 1,1277.0,6017027
2026-06-13T22:00:00+00:00,Scintillator 2,1294.4,5970004
2026-06-13T22:00:00+00:00,Scintillator 3,1263.3,5821897
2026-06-13T22:00:00+00:00,Scintillator 4,1131.8,5225693
2026-06-13T22:10:00+00:00,Scintillator 1,1280.5,6029832
2026-06-13T22:10:00+00:00,Scintillator 2,1287.6,5982880
2026-06-13T22:10:00+00:00,Scintillator 3,1258.6,5834483
2026-06-13T22:10:00+00:00,Scintillator 4,1133.6,5237029
2026-06-13T22:20:00+00:00,Scintillator 1,1279.3,6042625
2026-06-13T22:20:00+00:00,Scintillator 2,1284.0,5995720
2026-06-13T22:20:00+00:00,Scintillator 3,1254.4,5847027
2026-06-13T22:20:00+00:00,Scintillator 4,1125.3,5248282
2026-06-13T22:30:00+00:00,Scintillator 1,1258.5,6055210
2026-06-13T22:30:00+00:00,Scintillator 2,1271.4,6008434
2026-06-13T22:30:00+00:00,Scintillator 3,1240.2,5859429
2026-06-13T22:30:00+00:00,Scintillator 4,1107.9,5259361
2026-06-13T22:40:00+00:00,Scintillator 1,1304.2,6068252
2026-06-13T22:40:00+00:00,Scintillator 2,1317.9,6021613
2026-06-13T22:40:00+00:00,Scintillator 3,1286.8,5872297
2026-06-13T22:40:00+00:00,Scintillator 4,1151.7,5270878
2026-06-13T22:50:00+00:00,Scintillator 1,1306.3,6081315
2026-06-13T22:50:00+00:00,Scintillator 2,1319.0,6034803
2026-06-13T22:50:00+00:00,Scintillator 3,1282.2,5885119
2026-06-13T22:50:00+00:00,Scintillator 4,1156.7,5282445
2026-06-13T23:00:00+00:00,Scintillator 1,1295.9,6094274
2026-06-13T23:00:00+00:00,Scintillator 2,1298.8,6047791
2026-06-13T23:00:00+00:00,Scintillator 3,1263.6,5897755
2026-06-13T23:00:00+00:00,Scintillator 4,1137.1,5293816
2026-06-13T23:10:00+00:00,Scintillator 1,1261.3,6106887
2026-06-13T23:10:00+00:00,Scintillator 2,1272.9,6060520
2026-06-13T23:10:00+00:00,Scintillator 3,1237.5,5910130
2026-06-13T23:10:00+00:00,Scintillator 4,1104.0,5304856
2026-06-13T23:20:00+00:00,Scintillator 1,1267.8,6119565
2026-06-13T23:20:00+00:00,Scintillator 2,1278.4,6073304
2026-06-13T23:20:00+00:00,Scintillator 3,1246.4,5922594
2026-06-13T23:20:00+00:00,Scintillator 4,1117.6,5316032
2026-06-13T23:30:00+00:00,Scintillator 1,1289.1,6132456
2026-06-13T23:30:00+00:00,Scintillator 2,1297.9,6086283
2026-06-13T23:30:00+00:00,Scintillator 3,1269.9,5935293
2026-06-13T23:30:00+00:00,Scintillator 4,1133.0,5327362
2026-06-13T23:40:00+00:00,Scintillator 1,1284.6,6145302
2026-06-13T23:40:00+00:00,Scintillator 2,1297.9,6099262
2026-06-13T23:40:00+00:00,Scintillator 3,1257.0,5947863
2026-06-13T23:40:00+00:00,Scintillator 4,1130.9,5338671
2026-06-13T23:50:00+00:00,Scintillator 1,1285.6,6158158
2026-06-13T23:50:00+00:00,Scintillator 2,1300.7,6112269
2026-06-13T23:50:00+00:00,Scintillator 3,1269.8,5960561
2026-06-13T23:50:00+00:00,Scintillator 4,1132.7,5349998
2026-06-14T00:00:00+00:00,Scintillator 1,1265.5,6170813
2026-06-14T00:00:00+00:00,Scintillator 2,1285.6,6125125
2026-06-14T00:00:00+00:00,Scintillator 3,1252.6,5973087
2026-06-14T00:00:00+00:00,Scintillator 4,1128.1,5361279
2026-06-14T00:10:00+00:00,Scintillator 1,1271.9,6183532
2026-06-14T00:10:00+00:00,Scintillator 2,1300.6,6138131
2026-06-14T00:10:00+00:00,Scintillator 3,1266.2,5985749
2026-06-14T00:10:00+00:00,Scintillator 4,1128.6,5372565
2026-06-14T00:20:00+00:00,Scintillator 1,1270.4,6196236
2026-06-14T00:20:00+00:00,Scintillator 2,1288.1,6151012
2026-06-14T00:20:00+00:00,Scintillator 3,1254.0,5998289
2026-06-14T00:20:00+00:00,Scintillator 4,1120.8,5383773
2026-06-14T00:30:00+00:00,Scintillator 1,1316.5,6209401
2026-06-14T00:30:00+00:00,Scintillator 2,1328.9,6164301
2026-06-14T00:30:00+00:00,Scintillator 3,1296.4,6011253
2026-06-14T00:30:00+00:00,Scintillator 4,1162.2,5395395
2026-06-14T00:40:00+00:00,Scintillator 1,1265.6,6222057
2026-06-14T00:40:00+00:00,Scintillator 2,1292.1,6177222
2026-06-14T00:40:00+00:00,Scintillator 3,1255.9,6023812
2026-06-14T00:40:00+00:00,Scintillator 4,1125.5,5406650
2026-06-14T00:50:00+00:00,Scintillator 1,1267.8,6234735
2026-06-14T00:50:00+00:00,Scintillator 2,1291.7,6190139
2026-06-14T00:50:00+00:00,Scintillator 3,1255.9,6036371
2026-06-14T00:50:00+00:00,Scintillator 4,1128.9,5417939
2026-06-14T01:00:00+00:00,Scintillator 1,1282.5,6247560
2026-06-14T01:00:00+00:00,Scintillator 2,1291.9,6203058
2026-06-14T01:00:00+00:00,Scintillator 3,1263.8,6049009
2026-06-14T01:00:00+00:00,Scintillator 4,1138.4,5429323
2026-06-14T01:10:00+00:00,Scintillator 1,1305.0,6260610
2026-06-14T01:10:00+00:00,Scintillator 2,1315.7,6216215
2026-06-14T01:10:00+00:00,Scintillator 3,1283.6,6061845
2026-06-14T01:10:00+00:00,Scintillator 4,1157.2,5440895
2026-06-14T01:20:00+00:00,Scintillator 1,1282.9,6273439
2026-06-14T01:20:00+00:00,Scintillator 2,1303.2,6229247
2026-06-14T01:20:00+00:00,Scintillator 3,1270.2,6074547
2026-06-14T01:20:00+00:00,Scintillator 4,1142.0,5452315
2026-06-14T01:30:00+00:00,Scintillator 1,1266.9,6286108
2026-06-14T01:30:00+00:00,Scintillator 2,1276.4,6242011
2026-06-14T01:30:00+00:00,Scintillator 3,1250.1,6087048
2026-06-14T01:30:00+00:00,Scintillator 4,1120.0,5463515
2026-06-14T01:40:00+00:00,Scintillator 1,1263.9,6298747
2026-06-14T01:40:00+00:00,Scintillator 2,1292.3,6254934
2026-06-14T01:40:00+00:00,Scintillator 3,1254.0,6099588
2026-06-14T01:40:00+00:00,Scintillator 4,1119.7,5474712
2026-06-14T01:50:00+00:00,Scintillator 1,1266.8,6311415
2026-06-14T01:50:00+00:00,Scintillator 2,1286.7,6267801
2026-06-14T01:50:00+00:00,Scintillator 3,1252.7,6112115
2026-06-14T01:50:00+00:00,Scintillator 4,1121.9,5485931
2026-06-14T02:00:00+00:00,Scintillator 1,1280.9,6324224
2026-06-14T02:00:00+00:00,Scintillator 2,1291.7,6280718
2026-06-14T02:00:00+00:00,Scintillator 3,1260.1,6124716
2026-06-14T02:00:00+00:00,Scintillator 4,1134.0,5497271
2026-06-14T02:10:00+00:00,Scintillator 1,1281.8,6337042
2026-06-14T02:10:00+00:00,Scintillator 2,1302.6,6293744
2026-06-14T02:10:00+00:00,Scintillator 3,1273.2,6137448
2026-06-14T02:10:00+00:00,Scintillator 4,1147.3,5508744
2026-06-14T02:20:00+00:00,Scintillator 1,1279.6,6349838
2026-06-14T02:20:00+00:00,Scintillator 2,1292.5,6306669
2026-06-14T02:20:00+00:00,Scintillator 3,1258.2,6150030
2026-06-14T02:20:00+00:00,Scintillator 4,1121.6,5519960
2026-06-14T02:30:00+00:00,Scintillator 1,1289.2,6362730
2026-06-14T02:30:00+00:00,Scintillator 2,1314.6,6319815
2026-06-14T02:30:00+00:00,Scintillator 3,1281.3,6162843
2026-06-14T02:30:00+00:00,Scintillator 4,1148.2,5531442
2026-06-14T02:40:00+00:00,Scintillator 1,1306.0,6375790
2026-06-14T02:40:00+00:00,Scintillator 2,1321.7,6333032
2026-06-14T02:40:00+00:00,Scintillator 3,1291.0,6175753
2026-06-14T02:40:00+00:00,Scintillator 4,1156.6,5543008
2026-06-14T02:50:00+00:00,Scintillator 1,1273.5,6388525
2026-06-14T02:50:00+00:00,Scintillator 2,1286.7,6345899
2026-06-14T02:50:00+00:00,Scintillator 3,1260.0,6188353
2026-06-14T02:50:00+00:00,Scintillator 4,1137.3,5554381
2026-06-14T03:00:00+00:00,Scintillator 1,1302.5,6401550
2026-06-14T03:00:00+00:00,Scintillator 2,1319.5,6359094
2026-06-14T03:00:00+00:00,Scintillator 3,1278.8,6201141
2026-06-14T03:00:00+00:00,Scintillator 4,1150.3,5565884
2026-06-14T03:10:00+00:00,Scintillator 1,1289.4,6414444
2026-06-14T03:10:00+00:00,Scintillator 2,1284.9,6371943
2026-06-14T03:10:00+00:00,Scintillator 3,1255.8,6213699
2026-06-14T03:10:00+00:00,Scintillator 4,1122.8,5577112
2026-06-14T03:20:00+00:00,Scintillator 1,1279.0,6427234
2026-06-14T03:20:00+00:00,Scintillator 2,1271.4,6384657
2026-06-14T03:20:00+00:00,Scintillator 3,1241.5,6226114
2026-06-14T03:20:00+00:00,Scintillator 4,1107.0,5588182
2026-06-14T03:30:00+00:00,Scintillator 1,1276.7,6440001
2026-06-14T03:30:00+00:00,Scintillator 2,1291.4,6397571
2026-06-14T03:30:00+00:00,Scintillator 3,1262.6,6238740
2026-06-14T03:30:00+00:00,Scintillator 4,1124.0,5599422
2026-06-14T03:40:00+00:00,Scintillator 1,1255.4,6452555
2026-06-14T03:40:00+00:00,Scintillator 2,1290.0,6410471
2026-06-14T03:40:00+00:00,Scintillator 3,1253.8,6251278
2026-06-14T03:40:00+00:00,Scintillator 4,1121.0,5610632
2026-06-14T03:50:00+00:00,Scintillator 1,1244.4,6464999
2026-06-14T03:50:00+00:00,Scintillator 2,1285.9,6423330
2026-06-14T03:50:00+00:00,Scintillator 3,1247.1,6263749
2026-06-14T03:50:00+00:00,Scintillator 4,1120.8,5621840
2026-06-14T04:00:00+00:00,Scintillator 1,1238.6,6477385
2026-06-14T04:00:00+00:00,Scintillator 2,1283.4,6436164
2026-06-14T04:00:00+00:00,Scintillator 3,1248.5,6276234
2026-06-14T04:00:00+00:00,Scintillator 4,1116.3,5633003
2026-06-14T04:10:00+00:00,Scintillator 1,1222.2,6489607
2026-06-14T04:10:00+00:00,Scintillator 2,1263.3,6448797
2026-06-14T04:10:00+00:00,Scintillator 3,1237.4,6288608
2026-06-14T04:10:00+00:00,Scintillator 4,1102.5,5644028
2026-06-14T04:20:00+00:00,Scintillator 1,1207.3,6501680
2026-06-14T04:20:00+00:00,Scintillator 2,1252.2,6461319
2026-06-14T04:20:00+00:00,Scintillator 3,1217.8,6300786
2026-06-14T04:20:00+00:00,Scintillator 4,1098.5,5655013
2026-06-14T04:30:00+00:00,Scintillator 1,1243.2,6514112
2026-06-14T04:30:00+00:00,Scintillator 2,1295.1,6474270
2026-06-14T04:30:00+00:00,Scintillator 3,1259.3,6313379
2026-06-14T04:30:00+00:00,Scintillator 4,1136.4,5666377
2026-06-14T04:40:00+00:00,Scintillator 1,1241.3,6526525
2026-06-14T04:40:00+00:00,Scintillator 2,1293.1,6487201
2026-06-14T04:40:00+00:00,Scintillator 3,1260.3,6325982
2026-06-14T04:40:00+00:00,Scintillator 4,1138.4,5677761
2026-06-14T04:50:00+00:00,Scintillator 1,1219.2,6538717
2026-06-14T04:50:00+00:00,Scintillator 2,1264.7,6499848
2026-06-14T04:50:00+00:00,Scintillator 3,1233.6,6338318
2026-06-14T04:50:00+00:00,Scintillator 4,1113.4,5688895
2026-06-14T05:00:00+00:00,Scintillator 1,1214.8,6550865
2026-06-14T05:00:00+00:00,Scintillator 2,1268.2,6512530
2026-06-14T05:00:00+00:00,Scintillator 3,1236.3,6350681
2026-06-14T05:00:00+00:00,Scintillator 4,1120.5,5700100
2026-06-14T05:10:00+00:00,Scintillator 1,1223.8,6563103
2026-06-14T05:10:00+00:00,Scintillator 2,1276.3,6525293
2026-06-14T05:10:00+00:00,Scintillator 3,1241.7,6363098
2026-06-14T05:10:00+00:00,Scintillator 4,1121.9,5711319
2026-06-14T05:20:00+00:00,Scintillator 1,1239.1,6575494
2026-06-14T05:20:00+00:00,Scintillator 2,1288.3,6538176
2026-06-14T05:20:00+00:00,Scintillator 3,1261.3,6375711
2026-06-14T05:20:00+00:00,Scintillator 4,1128.7,5722606
2026-06-14T05:30:00+00:00,Scintillator 1,1250.7,6588001
2026-06-14T05:30:00+00:00,Scintillator 2,1296.3,6551139
2026-06-14T05:30:00+00:00,Scintillator 3,1262.1,6388332
2026-06-14T05:30:00+00:00,Scintillator 4,1134.7,5733953
2026-06-14T05:40:00+00:00,Scintillator 1,1242.7,6600428
2026-06-14T05:40:00+00:00,Scintillator 2,1288.4,6564023
2026-06-14T05:40:00+00:00,Scintillator 3,1257.7,6400909
2026-06-14T05:40:00+00:00,Scintillator 4,1129.4,5745247
2026-06-14T05:50:00+00:00,Scintillator 1,1219.5,6612623
2026-06-14T05:50:00+00:00,Scintillator 2,1274.8,6576771
2026-06-14T05:50:00+00:00,Scintillator 3,1240.2,6413311
2026-06-14T05:50:00+00:00,Scintillator 4,1114.8,5756395
2026-06-14T06:00:00+00:00,Scintillator 1,1238.8,6625011
2026-06-14T06:00:00+00:00,Scintillator 2,1295.8,6589729
2026-06-14T06:00:00+00:00,Scintillator 3,1259.8,6425909
2026-06-14T06:00:00+00:00,Scintillator 4,1139.6,5767791
2026-06-14T06:10:00+00:00,Scintillator 1,1219.0,6637201
2026-06-14T06:10:00+00:00,Scintillator 2,1269.9,6602428
2026-06-14T06:10:00+00:00,Scintillator 3,1235.2,6438261
2026-06-14T06:10:00+00:00,Scintillator 4,1121.3,5779004
2026-06-14T06:20:00+00:00,Scintillator 1,1240.7,6649608
2026-06-14T06:20:00+00:00,Scintillator 2,1286.9,6615297
2026-06-14T06:20:00+00:00,Scintillator 3,1257.4,6450835
2026-06-14T06:20:00+00:00,Scintillator 4,1136.7,5790371
2026-06-14T06:30:00+00:00,Scintillator 1,1233.9,6661947
2026-06-14T06:30:00+00:00,Scintillator 2,1292.9,6628226
2026-06-14T06:30:00+00:00,Scintillator 3,1254.9,6463384
2026-06-14T06:30:00+00:00,Scintillator 4,1130.5,5801676
2026-06-14T06:40:00+00:00,Scintillator 1,1232.8,6674275
2026-06-14T06:40:00+00:00,Scintillator 2,1288.0,6641106
2026-06-14T06:40:00+00:00,Scintillator 3,1252.9,6475913
2026-06-14T06:40:00+00:00,Scintillator 4,1124.7,5812923
2026-06-14T06:50:00+00:00,Scintillator 1,1288.3,6687158
2026-06-14T06:50:00+00:00,Scintillator 2,1339.4,6654500
2026-06-14T06:50:00+00:00,Scintillator 3,1304.5,6488958
2026-06-14T06:50:00+00:00,Scintillator 4,1166.9,5824592
2026-06-14T07:00:00+00:00,Scintillator 1,1209.8,6699256
2026-06-14T07:00:00+00:00,Scintillator 2,1264.7,6667147
2026-06-14T07:00:00+00:00,Scintillator 3,1227.8,6501236
2026-06-14T07:00:00+00:00,Scintillator 4,1107.7,5835669
2026-06-14T07:10:00+00:00,Scintillator 1,1256.5,6711821
2026-06-14T07:10:00+00:00,Scintillator 2,1309.1,6680238
2026-06-14T07:10:00+00:00,Scintillator 3,1274.6,6513982
2026-06-14T07:10:00+00:00,Scintillator 4,1149.3,5847162
2026-06-14T07:20:00+00:00,Scintillator 1,1227.9,6724100
2026-06-14T07:20:00+00:00,Scintillator 2,1279.7,6693035
2026-06-14T07:20:00+00:00,Scintillator 3,1252.3,6526505
2026-06-14T07:20:00+00:00,Scintillator 4,1125.6,5858418
2026-06-14T07:30:00+00:00,Scintillator 1,1247.8,6736578
2026-06-14T07:30:00+00:00,Scintillator 2,1296.5,6706000
2026-06-14T07:30:00+00:00,Scintillator 3,1261.9,6539124
2026-06-14T07:30:00+00:00,Scintillator 4,1133.5,5869753
2026-06-14T07:40:00+00:00,Scintillator 1,1245.9,6749037
2026-06-14T07:40:00+00:00,Scintillator 2,1299.2,6718992
2026-06-14T07:40:00+00:00,Scintillator 3,1263.0,6551754
2026-06-14T07:40:00+00:00,Scintillator 4,1135.7,5881110
2026-06-14T07:50:00+00:00,Scintillator 1,1215.7,6761194
2026-06-14T07:50:00+00:00,Scintillator 2,1280.7,6731799
2026-06-14T07:50:00+00:00,Scintillator 3,1244.6,6564200
2026-06-14T07:50:00+00:00,Scintillator 4,1126.9,5892379
2026-06-14T08:00:00+00:00,Scintillator 1,1244.5,6773639
2026-06-14T08:00:00+00:00,Scintillator 2,1304.3,6744842
2026-06-14T08:00:00+00:00,Scintillator 3,1263.9,6576839
2026-06-14T08:00:00+00:00,Scintillator 4,1146.6,5903845
2026-06-14T08:10:00+00:00,Scintillator 1,1222.3,6785862
2026-06-14T08:10:00+00:00,Scintillator 2,1272.6,6757568
2026-06-14T08:10:00+00:00,Scintillator 3,1243.0,6589269
2026-06-14T08:10:00+00:00,Scintillator 4,1121.2,5915057
2026-06-14T08:20:00+00:00,Scintillator 1,1195.3,6797815
2026-06-14T08:20:00+00:00,Scintillator 2,1247.2,6770040
2026-06-14T08:20:00+00:00,Scintillator 3,1221.0,6601479
2026-06-14T08:20:00+00:00,Scintillator 4,1098.7,5926044
2026-06-14T08:30:00+00:00,Scintillator 1,1211.8,6809933
2026-06-14T08:30:00+00:00,Scintillator 2,1266.8,6782708
2026-06-14T08:30:00+00:00,Scintillator 3,1232.4,6613803
2026-06-14T08:30:00+00:00,Scintillator 4,1114.5,5937189
2026-06-14T08:40:00+00:00,Scintillator 1,1228.7,6822220
2026-06-14T08:40:00+00:00,Scintillator 2,1285.4,6795562
2026-06-14T08:40:00+00:00,Scintillator 3,1252.6,6626329
2026-06-14T08:40:00+00:00,Scintillator 4,1135.0,5948539
2026-06-14T08:50:00+00:00,Scintillator 1,1226.0,6834480
2026-06-14T08:50:00+00:00,Scintillator 2,1278.3,6808345
